age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,is_male,device_type_num,outcome
17,0.00405817622709945,desktop,M,1,20709,1,3,0,1,1,0
21,0.0038950579453093143,other,M,0,38989,1,1,2,1,4,1
29,0.003654432340323478,Android,M,0,34777,2,1,1,1,0,1
49,0.004260766477515197,desktop,M,1,50010,2,3,13,1,1,0
44,0.004667944190394603,Android,F,1,78235,1,3,4,0,0,0
20,0.003919376907733009,laptop,M,1,37421,1,2,0,1,3,0
45,0.004989883050235223,desktop,F,1,60095,1,1,12,0,1,0
23,0.005095019907987921,desktop,F,0,34414,1,2,3,0,1,0
46,0.0045718622797411785,Android,F,0,63252,1,2,6,0,0,0
41,0.004363777251374066,Android,M,0,57695,2,3,10,1,0,0
47,0.006170068268919459,iPhone,F,0,79556,2,2,1,0,2,0
20,0.0047457402814027,other,F,0,22086,1,1,1,0,4,0
35,0.004786955718094189,Android,F,1,68918,1,3,8,0,0,0
18,0.0032189761559600714,Android,M,1,44706,1,3,0,1,0,0
59,0.005362592790863824,desktop,F,0,76621,1,3,3,0,1,0
17,0.0046863480454741955,desktop,F,0,29106,2,1,0,0,1,0
44,0.00506262240163999,Android,F,1,60835,1,3,13,0,0,0
38,0.004785174787539041,Android,F,1,47741,1,3,0,0,0,0
32,0.005214235426772095,laptop,F,0,60661,1,2,6,0,3,0
51,0.004150542914938853,Android,M,0,88062,1,1,5,1,0,0
24,0.006210746222866227,iPhone,F,1,56290,2,1,3,0,2,0
55,0.004561572409370313,other,F,0,59367,2,3,16,0,4,0
16,0.004243244463174481,laptop,F,0,39495,1,2,0,0,3,0
60,0.004654762404873423,Android,F,0,71692,1,1,18,0,0,0
27,0.0032861515256937244,desktop,M,0,37746,2,2,5,1,1,0
44,0.00349794577212344,desktop,M,0,70291,2,3,6,1,1,0
59,0.004860868495118958,desktop,F,1,95351,2,3,0,0,1,0
59,0.004981080266968798,laptop,F,0,90295,1,3,21,0,3,0
46,0.003678544004978424,laptop,M,0,59551,1,2,7,1,3,0
53,0.004538587336480952,other,F,1,81063,2,1,15,0,4,0
37,0.004423339075657716,desktop,F,1,76873,1,1,0,0,1,0
29,0.005051633168943275,Android,F,0,67701,1,2,5,0,0,0
18,0.004753913549995485,Android,F,1,56341,2,2,0,0,0,0
34,0.004888172245709613,iPhone,M,0,59718,2,1,1,1,2,0
16,0.004277650730627196,other,F,0,54093,1,3,0,0,4,0
56,0.004053315752758658,laptop,M,0,83070,2,3,6,1,3,0
32,0.0038834915369266552,desktop,M,0,50289,1,1,7,1,1,0
60,0.0036232906264740566,other,M,0,84336,2,1,10,1,4,0
60,0.005337810536283933,other,F,0,73046,1,2,20,0,4,0
22,0.0064361881665764755,iPhone,F,1,25436,2,2,2,0,2,0
31,0.004805702157103549,laptop,F,1,58820,1,1,3,0,3,1
51,0.004282021672090203,other,M,1,64328,2,2,11,1,4,0
36,0.004958456762239958,Android,F,0,49234,1,2,4,0,0,0
24,0.005784764874596543,iPhone,F,1,59762,1,1,3,0,2,0
17,0.004804012633139691,desktop,F,0,33323,1,2,0,0,1,0
16,0.004845359899807855,desktop,F,0,55143,2,1,0,0,1,0
17,0.00405662459999732,laptop,M,1,24456,2,2,0,1,3,0
41,0.004675861227332023,other,F,0,61475,1,3,4,0,4,0
54,0.003974170253266472,laptop,M,0,58908,1,2,12,1,3,0
57,0.003674654804011093,other,M,0,85280,1,1,4,1,4,0
37,0.005393222868514732,iPhone,M,1,48801,1,3,0,1,2,0
35,0.0049377519050021745,laptop,F,1,69760,2,2,1,0,3,0
40,0.006252277205811389,iPhone,F,1,57984,1,2,7,0,2,0
54,0.005596458215720167,iPhone,M,0,73269,1,3,17,1,2,0
42,0.004089625525741664,Android,M,0,56718,2,3,3,1,0,0
44,0.004878356640483816,laptop,F,0,65580,1,2,8,0,3,0
30,0.004828627415860641,other,F,1,36860,2,3,3,0,4,0
29,0.0034559400808981105,desktop,M,1,67904,1,1,2,1,1,0
47,0.004539392202716267,Android,F,1,67797,1,1,2,0,0,0
26,0.003668898294301515,other,M,0,65880,2,2,4,1,4,0
21,0.0037120372545545815,Android,M,0,50214,2,2,2,1,0,0
26,0.005015460922245939,other,F,1,34571,2,1,4,0,4,0
29,0.0033077625990615674,Android,M,1,51069,1,2,5,1,0,0
30,0.004055490385164794,Android,M,1,69496,1,1,6,1,0,1
49,0.0046274459833280795,laptop,F,0,51854,2,2,12,0,3,0
41,0.0040727965564695216,laptop,M,1,63580,1,1,1,1,3,0
28,0.003897968693691845,other,M,0,34842,1,2,6,1,4,0
34,0.00385561496191313,desktop,M,1,38070,2,3,5,1,1,1
56,0.00408781349531537,Android,M,0,95726,2,1,5,1,0,0
54,0.004318739597619875,desktop,M,1,67061,2,2,6,1,1,1
51,0.004967856206616548,Android,F,0,52548,2,2,11,0,0,0
35,0.004176070887396613,desktop,M,0,58301,1,3,9,1,1,0
19,0.0031905865025115498,other,M,0,40892,2,2,1,1,4,0
36,0.004072979630080231,other,,0,61151,2,3,10,0,4,0
57,0.006339123481070725,iPhone,F,0,61453,2,2,12,0,2,0
32,0.004469831120787706,Android,F,1,46673,1,2,6,0,0,0
36,0.004012582870737292,Android,M,1,53329,1,2,2,1,0,0
42,0.004115387106013308,desktop,M,1,52614,2,3,8,1,1,0
59,0.0036583151875468514,other,M,1,84350,2,3,1,1,4,0
41,0.004716573987198256,Android,F,0,65762,2,1,9,0,0,0
19,0.00411721751779698,Android,M,0,40630,1,3,0,1,0,0
57,0.005043868008535944,laptop,F,1,93494,2,1,20,0,3,1
46,0.004398899077455902,desktop,M,1,65507,2,2,7,1,1,1
46,0.0041186916363095735,desktop,M,0,63861,2,2,14,1,1,0
16,0.0033408393267547348,other,M,0,38402,1,3,0,1,4,0
30,0.0050616424877332365,other,F,1,54237,2,2,7,0,4,0
37,0.00512598596026961,Android,F,1,70434,1,1,10,0,0,0
52,0.004756862543220149,Android,F,0,73576,2,3,11,0,0,0
58,0.006518034206879336,iPhone,F,1,75170,1,3,18,0,2,0
37,0.003980333984058858,other,M,1,50165,2,2,8,1,4,0
16,0.003222436791304943,other,M,0,45247,2,3,0,1,4,0
31,0.0040793100995541514,laptop,M,1,54146,1,3,1,1,3,0
49,0.0066098750264135565,iPhone,F,0,87207,2,2,4,0,2,0
58,0.0044528495750371395,laptop,M,1,75715,1,3,9,1,3,0
27,0.003571543293139932,laptop,M,1,27485,1,1,4,1,3,0
43,0.0043183782245006614,laptop,M,1,56065,1,3,6,1,3,0
32,0.0034314332329552825,Android,M,0,38789,1,2,7,1,0,0
44,0.0045625939083017136,laptop,F,1,70649,2,1,5,0,3,0
41,0.005144546912774836,iPhone,M,0,46623,2,1,7,1,2,0
49,0.005059165242395095,Android,F,1,53939,1,1,6,0,0,0
23,0.004976732254880145,desktop,F,1,43363,2,2,1,0,1,1
58,0.005082208405275763,other,F,1,62980,2,3,5,0,4,0
27,0.005422253471129674,iPhone,M,1,53530,1,2,3,1,2,0
51,0.0036020022699077814,other,M,1,80040,1,2,12,1,4,0
33,0.005021856020484372,Android,F,1,57287,1,2,8,0,0,0
28,0.00503846521608667,desktop,F,1,47157,1,1,1,0,1,0
30,0.004778332451226601,Android,F,1,48740,2,1,2,0,0,0
22,0.004777371587405157,laptop,F,0,26339,2,2,1,0,3,0
52,0.004342836242809965,desktop,M,1,81553,2,1,0,1,1,1
43,0.003639532455334002,laptop,M,1,50665,2,2,13,1,3,0
41,0.004299709199190044,laptop,M,1,67230,1,2,3,1,3,0
26,0.006454365135716334,iPhone,F,1,41930,1,2,1,0,2,0
27,0.006221153563912999,iPhone,F,0,53443,1,1,2,0,2,1
54,0.0037724726439661736,laptop,M,0,56770,2,2,15,1,3,0
60,0.00396969085448875,other,M,1,68254,2,1,21,1,4,1
28,0.004650895828219893,Android,F,0,48094,1,1,2,0,0,1
28,0.003699356701021689,other,M,1,43418,1,2,3,1,4,0
35,0.004011697331099252,laptop,M,1,36989,2,3,1,1,3,0
28,0.0051570071329227534,iPhone,M,0,29777,2,2,1,1,2,0
17,0.005759579914616088,iPhone,F,1,22004,2,1,0,0,2,0
27,0.005200866603568577,iPhone,,1,30285,2,2,2,0,2,0
58,0.004082639476061843,desktop,M,1,71569,1,3,18,1,1,0
24,0.00496329553657804,desktop,F,0,33897,1,1,4,0,1,0
55,0.005171678660432819,desktop,F,0,79087,1,3,0,0,1,0
35,0.004862857944029845,other,F,1,60444,1,2,0,0,4,0
31,0.0038308103658031313,desktop,M,0,58527,1,2,4,1,1,0
21,0.006625717358572232,iPhone,F,0,21063,2,1,1,0,2,0
47,0.0037360644469731793,desktop,M,1,69546,1,1,3,1,1,0
37,0.0037489273637715775,other,M,0,76080,1,3,1,1,4,0
55,0.0055401049706596305,iPhone,M,0,59309,1,3,9,1,2,0
42,0.004962033252376906,desktop,F,1,61833,1,3,9,0,1,0
29,0.0033035921545879147,desktop,M,1,63068,1,1,6,1,1,0
21,0.004501989395098479,other,F,1,46231,1,3,2,0,4,0
54,0.003666098722657721,Android,M,1,67603,1,2,15,1,0,0
16,0.003964094326724921,Android,M,1,29202,1,1,0,1,0,0
17,0.0048471589665759615,Android,F,1,37202,1,1,0,0,0,0
51,0.004061367818441033,desktop,M,0,69105,2,2,13,1,1,0
60,0.004762983422856715,desktop,F,1,73783,2,2,18,0,1,0
34,0.003544851659905949,Android,M,0,71076,2,2,1,1,0,0
28,0.004853593606752246,iPhone,M,0,65955,1,3,5,1,2,0
41,0.0045651735630073045,desktop,F,1,64610,2,2,10,0,1,0
48,0.004086107132587053,laptop,M,1,60395,2,3,8,1,3,0
25,0.003763921765914318,Android,M,0,56723,1,1,2,1,0,0
28,0.004486150239344859,desktop,F,0,58899,2,1,3,0,1,0
21,0.004852458853779565,laptop,F,0,58150,2,1,1,0,3,0
35,0.004297358992332346,other,M,1,65064,1,1,8,1,4,0
20,0.004124200395299496,laptop,M,0,27706,1,2,2,1,3,0
16,0.0032349651751985144,laptop,M,1,41315,1,1,0,1,3,0
18,0.0039037340796763517,laptop,M,0,25153,2,1,1,1,3,0
24,0.0035244227081416887,laptop,M,0,62185,2,3,0,1,3,0
36,0.005183191231801124,iPhone,M,0,45575,2,2,6,1,2,0
39,0.003932072269659115,Android,M,1,75961,2,1,2,1,0,1
19,0.006278813090739761,iPhone,F,0,28545,1,1,1,0,2,0
22,0.004189521926598112,desktop,M,1,55758,1,2,2,1,1,1
26,0.005188078567662338,laptop,F,1,48464,1,3,5,0,3,0
24,0.003538570823045558,desktop,M,1,60934,1,1,3,1,1,0
21,0.003429250880011367,desktop,M,0,34568,1,1,2,1,1,0
60,0.005581740484898379,other,F,0,82102,2,1,12,0,4,0
56,0.006786979536169282,iPhone,F,1,91936,2,3,7,0,2,0
28,0.0035615509244284146,desktop,M,1,48138,2,3,1,1,1,0
26,0.0039031506205781013,other,M,0,65501,1,3,5,1,4,0
36,0.004974760717476144,Android,F,0,36485,1,3,5,0,0,0
33,0.003482404511953583,other,M,0,59034,1,3,3,1,4,0
44,0.003906864483704314,desktop,M,1,56125,1,1,7,1,1,0
23,0.004569571858466801,Android,F,0,47453,1,2,0,0,0,0
21,0.0034659854406626405,Android,M,1,48798,2,3,2,1,0,0
56,0.00411169023801003,desktop,M,1,64402,1,1,6,1,1,0
25,0.005413154573456226,iPhone,M,1,28913,2,3,4,1,2,0
17,0.0049449328993735305,other,F,0,37601,1,3,0,0,4,0
57,0.005911008897801052,iPhone,M,0,78994,2,3,9,1,2,0
49,0.005211666621959784,Android,F,0,57990,1,1,12,0,0,0
30,0.005815662782007515,iPhone,F,0,44392,1,1,1,0,2,0
23,0.004414913688031209,Android,F,0,43147,1,1,2,0,0,0
34,0.005003790694686365,laptop,F,0,56008,2,2,5,0,3,0
55,0.003977421711780682,other,M,0,63315,1,3,0,1,4,0
35,0.005045831307648357,laptop,F,1,64483,2,2,8,0,3,0
38,0.0037276610929922577,Android,M,1,51873,2,3,1,1,0,0
44,0.004146546831152426,other,M,1,73309,2,2,11,1,4,0
28,0.004393182529142032,laptop,F,0,57025,2,3,0,0,3,0
22,0.00326548011046015,desktop,M,1,30397,2,2,1,1,1,0
20,0.005131935612633221,Android,F,0,44204,1,2,0,0,0,0
30,0.006032299240024354,iPhone,F,0,49958,1,3,1,0,2,0
23,0.004908208539690048,other,F,1,43145,2,1,3,0,4,0
42,0.0052270908465801395,desktop,F,1,76540,2,1,9,0,1,1
53,0.005432617398304142,desktop,F,1,88727,1,1,15,0,1,0
24,0.006387182653613005,iPhone,F,0,45100,1,3,0,0,2,0
49,0.004893206883892977,other,F,1,62777,1,1,4,0,4,0
27,0.00433918914476368,other,F,1,56227,2,2,1,0,4,0
33,0.0046869760147194225,Android,F,1,34511,2,3,8,0,0,0
60,0.005232132279178566,desktop,F,1,76919,1,3,16,0,1,0
33,0.0035854889184980475,other,M,0,72477,1,1,8,1,4,0
33,0.004757765212631855,laptop,F,1,58541,2,1,6,0,3,0
19,0.004714025507837692,other,F,1,54295,2,2,0,0,4,0
42,0.0037158474965663948,other,M,0,56434,1,3,10,1,4,0
44,0.004814897671492854,other,F,1,63115,2,2,11,0,4,0
24,0.0033445544618192886,desktop,,1,58076,1,1,4,0,1,0
42,0.004697285684852822,desktop,F,1,63962,2,2,12,0,1,0
56,0.005283880525382475,laptop,F,1,57959,2,2,20,0,3,0
54,0.005508710692304915,desktop,F,0,76111,2,2,11,0,1,0
17,0.004821352453758987,iPhone,M,0,23837,2,1,0,1,2,1
27,0.003896356911318165,desktop,,1,64663,1,3,1,0,1,0
38,0.00472192979177921,Android,F,1,61987,1,2,5,0,0,0
57,0.003925217616491542,other,M,0,91851,1,2,9,1,4,0
36,0.004797766069977017,Android,F,0,50157,2,3,4,0,0,0
25,0.004822844207313122,iPhone,M,0,43035,1,1,0,1,2,0
42,0.004760455242666488,desktop,F,1,66640,2,3,2,0,1,1
19,0.004812908923113326,laptop,F,0,22086,2,3,1,0,3,0
44,0.003678623216683535,Android,M,0,81589,1,2,0,1,0,0
26,0.004319208969581747,other,F,0,37755,2,3,1,0,4,0
16,0.004833026663965086,desktop,F,1,23439,2,3,0,0,1,0
37,0.0064503736068827495,iPhone,F,1,53386,2,2,6,0,2,0
32,0.0038897271702833277,desktop,M,0,67243,1,1,0,1,1,0
47,0.004714953095507493,Android,F,1,56422,1,3,13,0,0,0
27,0.0036463077443299927,other,M,0,66472,1,2,0,1,4,0
53,0.004883645564871697,desktop,F,0,81207,2,3,16,0,1,0
21,0.004705262837609713,Android,F,1,23149,1,3,0,0,0,0
18,0.004345969417567609,desktop,F,1,29034,1,1,1,0,1,0
51,0.003996638247463101,laptop,M,1,77228,2,2,6,1,3,0
34,0.005324478875150621,desktop,F,0,59682,2,3,7,0,1,0
60,0.005218084379314119,iPhone,M,1,63758,2,3,16,1,2,0
20,0.0062296307222733,iPhone,F,0,33623,2,1,0,0,2,0
39,0.00465975933675858,other,F,0,41899,1,1,5,0,4,0
49,0.005671264092098622,iPhone,M,0,85061,1,2,8,1,2,0
41,0.0048281207724275455,Android,F,1,52096,1,2,11,0,0,0
41,0.006106387675841814,iPhone,F,1,57228,2,2,9,0,2,0
53,0.005271263683032453,desktop,F,1,58072,1,1,12,0,1,0
55,0.004515155837019663,other,M,0,64752,2,2,1,1,4,0
43,0.005187582424552765,desktop,F,1,45916,2,2,11,0,1,0
32,0.004244631028463822,desktop,M,0,62041,2,2,6,1,1,0
18,0.004129328224741695,Android,M,1,33575,1,1,0,1,0,1
27,0.00480729253828549,Android,F,1,46274,2,2,0,0,0,0
38,0.0035559415556600093,other,M,0,53421,1,1,6,1,4,0
27,0.003606785280064148,desktop,M,1,60336,1,2,3,1,1,0
27,0.004675421231663631,other,F,1,32057,1,3,4,0,4,0
34,0.004886281041631454,laptop,F,0,50171,1,1,5,0,3,0
20,0.00457436676531759,other,F,1,46556,2,2,1,0,4,0
47,0.004902889103994227,Android,F,0,75573,2,1,7,0,0,0
47,0.0039419043263140665,desktop,M,0,59747,2,1,6,1,1,0
29,0.004141899500109712,Android,,1,40960,1,3,4,0,0,0
42,0.0047892201556047785,laptop,F,1,80590,1,2,7,0,3,0
37,0.005368768280182747,desktop,F,0,68754,1,1,2,0,1,0
16,0.004778791864479992,desktop,F,0,16375,2,3,0,0,1,0
51,0.005192214953835764,other,F,0,60306,1,1,8,0,4,0
29,0.0060176694966762095,iPhone,F,1,66272,2,2,6,0,2,0
27,0.004597728370279292,laptop,F,0,64393,2,3,2,0,3,0
26,0.0051998884951712215,laptop,F,1,42157,1,2,5,0,3,0
52,0.003605472380980703,desktop,M,0,85755,2,1,5,1,1,0
55,0.004139524707193876,other,M,1,56668,1,3,16,1,4,0
48,0.004874036492132965,Android,F,0,63146,1,3,6,0,0,0
27,0.004753903984422928,Android,F,1,39168,2,1,1,0,0,0
54,0.0037194490977031655,other,M,1,85743,2,1,4,1,4,0
25,0.006527143784585108,iPhone,F,0,28288,2,2,2,0,2,0
41,0.005114621528574093,Android,F,0,46593,2,1,1,0,0,0
41,0.0035834902692952336,other,M,1,67147,1,3,8,1,4,0
34,0.006653346607398615,iPhone,F,1,61924,1,1,6,0,2,0
16,0.005403870871550038,iPhone,M,1,41894,2,2,0,1,2,0
46,0.005118354967861018,laptop,F,0,54821,1,3,6,0,3,0
45,0.0054233765527577325,laptop,F,0,62241,1,1,8,0,3,0
37,0.006210219624317406,iPhone,F,1,70330,2,1,9,0,2,0
20,0.0032752277518923968,Android,M,1,58041,2,2,2,1,0,0
54,0.004737311568098059,other,F,1,63038,2,2,5,0,4,0
33,0.003996629180345911,desktop,M,1,62511,2,3,3,1,1,1
33,0.00498533238224555,iPhone,M,0,60400,2,3,1,1,2,0
28,0.00442791429922809,other,F,0,45918,2,2,5,0,4,0
25,0.004941799029508882,iPhone,M,0,56429,2,1,4,1,2,0
48,0.005083956993324319,iPhone,M,0,61369,1,3,14,1,2,0
36,0.005088741627629984,laptop,F,0,51493,1,1,8,0,3,0
36,0.004884395706492817,iPhone,M,0,42627,1,3,7,1,2,0
36,0.005091864804042553,desktop,F,0,63950,2,3,5,0,1,0
59,0.004483824666738469,other,M,1,63227,1,1,19,1,4,0
40,0.004101573650229875,Android,M,0,45578,2,1,10,1,0,0
32,0.005120812277273588,Android,F,0,63769,1,1,1,0,0,0
50,0.005069611861903907,desktop,F,0,58713,1,3,17,0,1,0
57,0.005530861482609037,iPhone,M,1,79712,1,2,9,1,2,0
59,0.004333551926135982,laptop,M,1,86998,1,3,2,1,3,0
39,0.005119650947587414,desktop,F,1,55305,1,3,5,0,1,0
37,0.004784273980751231,laptop,F,0,51616,1,1,1,0,3,0
60,0.00391871737742949,other,M,1,60710,1,2,13,1,4,1
31,0.004388227669947249,other,F,0,61777,1,2,6,0,4,0
47,0.004274587826714695,other,M,1,62685,1,2,11,1,4,0
27,0.003410426762307258,desktop,M,0,56560,2,2,4,1,1,0
54,0.004970032850576217,desktop,F,1,90347,1,2,2,0,1,0
55,0.0038635216515018685,other,M,0,84639,1,1,17,1,4,0
60,0.004207532827710112,other,M,1,67669,2,3,0,1,4,0
25,0.0040492565780968276,desktop,M,1,46378,1,2,2,1,1,0
32,0.004165677254596213,desktop,M,1,67487,2,1,3,1,1,1
33,0.005111341614914642,iPhone,M,0,55039,2,1,7,1,2,0
44,0.0035695287561102523,laptop,M,1,60908,1,3,1,1,3,0
58,0.0037980682309676165,other,M,0,61684,2,3,13,1,4,0
37,0.006487742125836489,iPhone,F,1,46736,1,1,3,0,2,0
43,0.004129280058466848,Android,M,1,78112,1,3,5,1,0,0
58,0.00482723391616528,laptop,F,1,84823,1,3,14,0,3,0
39,0.006116582202969031,iPhone,F,1,56679,1,3,11,0,2,0
60,0.004696953489458763,other,F,1,92592,2,1,16,0,4,0
45,0.0057073835949066135,iPhone,,0,84122,2,2,5,0,2,0
38,0.004901372993404683,Android,F,0,75232,2,3,6,0,0,0
37,0.0039767399574349525,laptop,M,0,41006,2,3,3,1,3,0
45,0.0038966739563672786,Android,,0,52956,2,3,4,0,0,0
29,0.0035533086827314537,Android,M,1,36779,1,1,5,1,0,0
20,0.005042634420017721,desktop,F,1,50317,2,2,1,0,1,0
25,0.0032725901301836734,other,M,1,45266,2,1,0,1,4,0
39,0.004641487597233828,other,F,0,63129,2,3,3,0,4,0
45,0.004020338575630851,desktop,M,1,73938,1,2,12,1,1,0
54,0.005243993064579299,desktop,F,1,79901,1,2,0,0,1,0
38,0.004660490204323913,desktop,F,0,52972,2,3,2,0,1,0
42,0.0049190245852609865,Android,F,0,46098,1,2,11,0,0,0
48,0.006068040782191328,iPhone,F,0,68821,1,3,4,0,2,0
60,0.004644762403249928,desktop,F,0,83324,1,3,18,0,1,0
21,0.004264814068289799,other,F,1,58499,2,2,2,0,4,0
38,0.005574224801793944,iPhone,M,1,50306,1,2,8,1,2,0
17,0.0035467434949298464,Android,M,1,37532,2,3,0,1,0,1
50,0.004323342822071278,other,M,1,63810,1,2,6,1,4,0
31,0.004022944517217249,Android,M,1,44577,2,3,0,1,0,0
51,0.004627509181963198,Android,F,0,53696,1,1,6,0,0,0
19,0.004556140333107286,Android,F,1,32195,2,3,0,0,0,0
52,0.003804705405818621,other,M,0,65362,1,2,6,1,4,0
59,0.005421966973662776,other,F,0,68952,1,3,17,0,4,0
22,0.004384962134969106,desktop,F,0,59288,2,1,1,0,1,0
30,0.003961416991096604,other,,0,35567,2,3,1,0,4,0
17,0.005167225206920427,laptop,F,0,43156,1,1,0,0,3,1
59,0.0038297710068698025,Android,M,1,79739,1,1,19,1,0,1
38,0.0037286796117721567,desktop,M,1,50403,2,2,9,1,1,0
44,0.00610254104901973,iPhone,F,0,69699,2,3,9,0,2,0
17,0.004240318404397997,laptop,F,0,31776,2,1,0,0,3,0
56,0.003604391733419198,Android,M,1,95793,1,3,0,1,0,0
57,0.005091192527524991,laptop,F,0,66072,1,3,15,0,3,0
40,0.004924558599166167,iPhone,M,0,45874,2,3,10,1,2,0
46,0.005430192812281704,laptop,F,0,71165,1,1,14,0,3,0
36,0.006251210224636903,iPhone,F,0,61506,1,2,9,0,2,0
55,0.0035772187596069755,laptop,M,0,66955,2,1,10,1,3,0
16,0.005009218117520536,Android,F,0,52082,2,3,0,0,0,0
47,0.00526853802716594,Android,F,0,53871,2,1,11,0,0,0
60,0.005556263447763065,iPhone,M,1,89626,1,1,3,1,2,1
55,0.003791102371917448,Android,,0,89709,2,1,19,0,0,0
20,0.004429551990627528,desktop,F,0,23423,1,1,0,0,1,0
47,0.005065439272683611,desktop,F,0,58293,1,3,14,0,1,0
44,0.005995838798311302,iPhone,F,1,74363,1,2,3,0,2,0
19,0.005848360781885316,iPhone,F,1,30841,2,3,0,0,2,0
22,0.0041261012429314285,other,M,1,29738,2,2,1,1,4,0
47,0.004834421588011858,desktop,F,1,66850,1,2,6,0,1,0
38,0.003443931737691563,other,M,0,48460,2,3,6,1,4,0
26,0.0033350852506660363,laptop,M,1,45463,1,3,2,1,3,0
35,0.005110843698349902,other,F,1,64612,1,2,3,0,4,0
27,0.00417974652254383,laptop,M,1,55076,2,2,4,1,3,0
47,0.004791556919199314,Android,F,1,47293,2,2,15,0,0,0
51,0.005374305640288516,other,F,1,69353,1,2,13,0,4,0
20,0.004612830177717504,Android,F,0,41717,1,2,0,0,0,0
45,0.0039495191739300625,other,M,0,85000,1,2,6,1,4,0
38,0.0050726226239799135,Android,F,0,38440,1,3,6,0,0,0
56,0.004662210711073351,laptop,F,1,75382,1,1,1,0,3,1
25,0.005930515217294021,iPhone,F,1,35348,1,2,4,0,2,0
27,0.004087016070127358,laptop,M,0,65066,1,1,1,1,3,0
34,0.006164181891652463,iPhone,F,1,49956,2,3,6,0,2,0
22,0.004535114726650501,Android,F,1,28003,2,3,3,0,0,0
22,0.004533147598680884,Android,F,0,57794,2,3,1,0,0,0
56,0.004242509307668602,laptop,M,0,95514,2,2,20,1,3,0
20,0.005412307254521158,iPhone,M,1,59324,2,3,2,1,2,0
25,0.004821341974236099,Android,F,0,25459,2,3,1,0,0,0
18,0.004946146496409702,other,F,0,34346,1,3,1,0,4,0
23,0.006294531084468844,iPhone,F,0,24668,2,2,3,0,2,0
55,0.004301916724365268,desktop,M,0,94660,2,1,10,1,1,0
56,0.0051770075721349704,Android,F,0,79733,2,3,0,0,0,0
39,0.003558029808171183,Android,M,0,56861,2,2,11,1,0,0
17,0.00335696710128593,laptop,M,1,50664,1,1,0,1,3,1
56,0.0040029408697342,laptop,M,1,91860,2,2,14,1,3,0
36,0.004966216930211757,Android,F,1,43916,2,1,5,0,0,1
52,0.005348399023294389,other,F,0,81020,2,2,0,0,4,0
53,0.004805594689791987,other,F,1,91467,1,3,13,0,4,0
29,0.0034949796758582986,laptop,M,1,65477,1,1,6,1,3,0
54,0.0042770613296448335,laptop,M,1,84344,2,2,15,1,3,0
60,0.005920625255812619,iPhone,M,1,67236,1,3,19,1,2,0
40,0.004897331004028897,other,F,1,51671,1,3,8,0,4,0
23,0.004757125313303577,iPhone,M,0,32011,1,1,0,1,2,0
55,0.0047554948412172554,laptop,F,1,85758,2,2,10,0,3,0
32,0.0036785248408249664,other,M,1,63238,2,1,3,1,4,0
48,0.005478012310793305,iPhone,M,1,82651,1,3,15,1,2,0
16,0.004956371925422942,desktop,F,0,31312,1,3,0,0,1,0
55,0.005285128612566179,iPhone,M,1,72429,1,3,3,1,2,0
33,0.0048196720759810805,desktop,F,0,42473,2,3,1,0,1,0
47,0.005194654987965464,laptop,F,1,80598,1,1,1,0,3,1
28,0.0045852369824195315,laptop,F,0,31550,1,1,1,0,3,0
49,0.005266307865059061,Android,F,1,82744,1,3,15,0,0,0
51,0.0043131238448536734,laptop,M,0,58301,2,2,15,1,3,0
18,0.004883302806479783,laptop,F,1,18973,2,1,0,0,3,0
56,0.005558563193110469,iPhone,M,0,62389,2,3,8,1,2,0
23,0.005939612647126949,iPhone,F,0,41072,1,3,3,0,2,0
18,0.0038872094962510966,other,M,0,39764,2,1,0,1,4,0
56,0.006175218648557679,iPhone,F,0,90115,1,2,11,0,2,0
42,0.004033198958009321,desktop,,0,52220,1,1,5,0,1,0
60,0.004775685056159893,laptop,F,1,86479,2,3,9,0,3,0
21,0.003724156655497131,desktop,M,1,23854,1,2,0,1,1,0
22,0.003939034289097166,other,M,0,40643,1,2,3,1,4,0
56,0.004676271404596834,other,F,1,64380,1,3,18,0,4,0
60,0.0038398215179954688,desktop,,0,66872,2,3,3,0,1,0
32,0.004402619650973753,desktop,F,1,68924,2,3,2,0,1,0
49,0.0049291778867006295,Android,F,1,87915,2,3,8,0,0,0
38,0.004166883792537242,desktop,M,1,54430,1,2,7,1,1,0
35,0.004919007406064352,other,F,0,50134,1,3,6,0,4,0
53,0.003788595439085078,Android,M,0,72730,2,2,9,1,0,0
42,0.004159242727445076,laptop,M,1,61163,2,2,12,1,3,0
26,0.00414477892101004,Android,M,1,27125,2,1,2,1,0,0
55,0.006343745973372872,iPhone,F,0,91575,2,1,15,0,2,0
20,0.006317454133543594,iPhone,F,0,59935,1,3,2,0,2,0
47,0.004953712724562424,laptop,F,1,78777,1,2,15,0,3,0
24,0.003497385649648202,Android,M,1,34697,1,3,1,1,0,1
26,0.004446037907659798,laptop,F,1,32418,1,1,2,0,3,0
46,0.004757522201493386,other,F,0,75133,1,1,1,0,4,0
20,0.005055898241919255,other,F,1,23405,1,2,2,0,4,0
31,0.004469299582965452,other,F,0,55433,2,1,3,0,4,0
16,0.005052544767151382,other,F,1,51787,1,3,0,0,4,0
27,0.005070097986964946,desktop,F,1,45425,1,1,4,0,1,0
39,0.004953921523882677,laptop,F,0,72252,1,3,5,0,3,0
60,0.003781344014118327,desktop,M,0,77712,1,3,19,1,1,0
